lemma,stavek1,stavek2,oznaka (label),stavek_1_pomen,stavek_2_pomen;;;;;;;;
"brcati,""Morda pa bo postal nogometaš, glede na to, kako vneto z Emilom doma brcata žogo, ali pa kolesar, glede na to, da kolo sodi med njegove najljubše igrače, doda še Aleksandra."",Z eno nogo se dobro oprite in močno brcajte po vodi.,F,6,9";;;;;;;;
"brcati,""Še naprej bo brcal in telovadil z rokami, zato to premikanje gotovo čutite."",""Damhoudère se je tako kakor veliko njegovih sodobnikov pritoževal, češ da rablji izvajajo »vsakršne okrutnosti nad hudodelskimi pacienti, surovo ravnajo z njimi, jih brcajo in ubijajo, kakor da imajo v rokah"",F,2,5";;;;;;;;
"brcati,""Fantje brcajo žogo, nekaj punc se igra na igralih, nekaj jih klepeta v senci pod drevesom, trije fantje snujejo »zaroto« ob živi meji, najde pa se tudi nekaj otrok, ki kar ne vedo, h komu bi pristopili."",""Drugi otroci na domačem dvorišču so se mi zdeli nasilni, vsi so brcali žogo, me odrivali."",T,6,6";;;;;;;;
"kraljica,""Če je tvoja mama Cissy Houston, ki je pela z Elvisom Presleyjem in Jimijem Hendrixom, tvoja sestrična Dionne Warwick in tvoja botra sama velika kraljica soula, Aretha Franklin, je samo po sebi umevno, da se v tebi nedvomno skriva dar, o kakršnem številne pevke, tudi med poplavo današnjih pevskih zvezdnic, lahko le sanjajo."",""Seveda na pošto ne odgovarjajo kralji in kraljice sami (izjema so mladi princi in princese), za to imajo osebje."",F,7,2";;;;;;;;
"kraljica,""Kraljica ne hlepi po političnem vplivu, prosti čas raje preživlja s prijateljicami med nakupovanjem dragih oblačil in čevljev ter obiskovanjem družabnih prireditev."",""Tako nekako so se na vprašanje, kaj bodo od 21. do 23. oktobra, ko bo britanska kraljica Elizabeta II. s svojim možem vojvodo Edinburškim na obisku v Sloveniji, pokazali, podarili, postregli in kar je še podobnega, odzvali posamezniki in inštitucije, zadolžene za organizacijo visokega obiska."",T,2,2";;;;;;;;
"kraljica,""Planica, Planica, snežna kraljica, je konec prejšnjega tedna donelo v dolini pod Poncami."",Nekdanja kraljeva palača Caserta pri Neaplju pa se je prelevila v rezidenco kraljice Amidale na planetu Naboo.,F,,2";;;;;;;;
"kraljica,""Pravo presenečenje za vse pa je bilo, ko jih je sprejela tajska kraljica Sirikit."",Švedska kraljica Silvija je z možem ponovno na potovanju po Evropi.,T,2,2";;;;;;;;
"kraljica,""Lokalna novica je kraljica, so že pred leti spoznali v evropsko razvitih državah in temu spoznanju sledimo tudi mi – na Vašem kanalu."",""Bohuni so bili pod kraljico Ano mohoki Angl. Mohock (spač. od Mohawk, irokeško pleme)";" član tolpe plemiških nasilnežev, ki je v začetku 18. stoletja napadala in strahovala Londončane. , pod kraljico Viktorijo pa zapeljivci."",F,7,3";;;;;;;
"kraljica,Za svoje zasluge na tem področju mu je Kraljica Elizabeta II. leta 1998 podelila red britanskega imperija.,""Princesa Diana je s televizijskim intervjujem, ki ga je obljubila BBC-ju, dodobra razkurila kraljico"",T,2,2";;;;;;;;
"kraljica,Hortenzije so s svojimi slikovitimi cvetovi živih barv prave kraljice pozno cvetočih grmovnic.,""Spominja na ledeno kraljico, ki zna vročekrvno razvneti srce še tako nedostopnega mladeniča."",F,7,6";;;;;;;;
"format,""V XARA pritisnite CTRL+Shift+E, izberite Adobe Illustrator kot izvozni format, poimenujte datoteko in nato kliknite gumb Export."",""Ne redko so počitnicam sledila povabila na prezentacijo slik v jpg. formatu, na katerih so v obraz zagoreli avtorji še močneje izražali svoje vtise."",T,5,5";;;;;;;;
"format,""Strangeov glas je bil precej ukazovalen, ko je porinil Morsu čez mizo preganjen črtani papir formata A4, pri tem zadel njegov kozarec in ga zbil na parket."",""Forbicijeva platna so velikih izmer ali pa obratno, majhna in kvadratnega formata, slikar pa jih vse pogosteje sestavlja v instalacije."",F,8,1";;;;;;;;
"format,""Knjiga Ernsta Ullmanna bralca prepričuje, da je tudi slika majhnega formata, doslej znana kot kopija Device iz jame, da Vincijevo delo."",Format GIF (Graphics Interchange Format) je skoraj izključno namenjen spletni rabi.,F,1,5";;;;;;;;
"format,""Da je globlji od večine, je razumljivo, saj podpira skeniranje predlog ameriškega formata legal, kar je nekoliko več kakor A4."",""Usoda, ki je bila doletela večino revij velikega formata, namreč da so se bili prisiljeni preseliti v cenejše, bolje izkoriščene prostore v Docklandsu, je čakala tudi Street."",F,8,3";;;;;;;;
"format,""V programu Outside In HTML Export, ki temelji na preskušeni tehnologiji omenjenega izdelovalca pri pregledovalnikih, zna v kodo HTML pretvoriti dokumente v več kakor 200 formatih."",""Bolj očitne so razlike v formatu, hitrosti prenosa informacij in vlogi obeh občil."",F,5,3";;;;;;;;
"format,""Karton formata 33,7 x 26,3 cm je bil prvotno del fotografskega albuma."",""Če želite videti simbole, uporabljene za druge podatkovne tipe, v spodnjem oknu prikaza Design postavite kazalko na lastnost Format in pritisnite F1."",F,8,5";;;;;;;;
"format,""Eden izmed pogostih formatov je še JPEG, za katerega je značilno, da ima boljšo resolucijo in omogoča še hitrejši prenos."",ciljev in formatov izobraževanja začeti dialog z institucijami na terciarni ravni.,F,5,6";;;;;;;;
"zaprtje,Zdravljenje zaprtja je danes večinoma omejeno na uporabo odvajalm ki pa so velikokrat neuspešna.,""Po njegovem mnenju je to relevantna pripomba, ki pa je vsebovana v osnutku pogajalskega stališča EU in je pogoj za zaprtje poglavja 31."",F,3,5";;;;;;;;
"zaprtje,""Uživanje žita (kaše) v zadostnih količinah preprečuje zaprtje, ki ga povezujemo s hemoroidi in povečanim tveganjem za črevesne bolezni, poleg tega pa pomaga telesu, da hitreje odstrani škodljive snovi."",""Za sproten odvoz in odstranjevanje maščob so poskrbeli tudi zato, ker bi sicer lahko prišlo do zaprtja klavnic in brez dela bi ostalo kar 35 tisoč ljudi."",F,3,9";;;;;;;;
"zaprtje,""Zaprtje reaktorja je prvi korak v uresničevanju sporazuma, ki ga je Severna Koreja z ZDA, Južno Korejo, Kitajsko in Japonsko dosegla 13. februarja letos."",""Prejšnji petek je bila delnica ob zaprtju borze vredna 42,50 dolarja."",F,5,10";;;;;;;;
"zaprtje,""A tamkajšnji župani so ta načrt zavrnili, saj naj bi tamkajšnji prebivalci pristajali le na takojšnje zaprtje obeh deponij."",""To ima lahko za posledico številne stranske učinke in zaplete, na primer težave z dihanjem, čezmerno umirjenost, zaprtje, razvije se lahko tudi zasvojenost."",F,5,3";;;;;;;;
"zaprtje,""Simon Tekavec iz Zavoda za prostorsko načrtovanje nam je še povedal, da se po zaprtju strelišča pod Pohorjem obetajo možnosti za razširitev rekreativnih površin: »Za zdaj za območje pod Pohorjem nastajajo strokovne podlage."",""Konjem, ki jih muči zaprtje, kot odvajalo dodajmo še žlico grenke soli."",F,5,3";;;;;;;;
zaprtje,Homeopatska zdravila proti zaprtju je potrebno določiti za vsakega posameznika posebej glede na njegovo konstitucijo in probleme.,Proti zaprtju zvečer namočimo v vodi pet do deset suhih sliv in jih zjutraj z vodo vred na tešče zaužijemo.,T,3,3;;;;;;;;
"zaprtje,""(iii) se oblikuje finančna določba, ki bo omogočila nadaljevanje primernega institucionalnega nadzora in ukrepov nadziranja za obdobje, ki se zdi po zaprtju odlagališča potrebno."",(3) Podatki iz drugega odstavka tega člena se ob zaprtju transakcijskega računa izbrišejo iz registra transakcijskih računov in prenesejo v arhiv registra transakcijskih računov pri Agenciji.,T,5,5";;;;;;;;
"zamrznjen,Divjad zaradi 10 cm debele zamrznjene skorje na snegu ni mogla do hrane.,""200 g belega riža 400 g rakovih repkov (lahko zamrznjenih) 600 g očiščenih manjših kalamarov ali sip (lahko zamrznjenih) 1 rdeča paprika 2 velika paradižnika 2 stroka česna 2 rebri stebelne zelene 2 vejici peteršilja 2 žlici sesekljanega peteršilja sok 1 limone 3 žlice olivnega olja sol in poper loncu zavremo dober liter vode, ki smo ji dodali sok polovice limone, olupljen strok česna, vejici peteršilja in rebro zelene."",F,2,8";;;;;;;;
"zamrznjen,""Ko se ustavite na bencinski črpalki, kupite odmrzovalo za zamrznjena stekla v razpršilu in strgalo za led z rokavico."",""V kitajski kuhinji uporabljajo baziliko v juhah, enako v Tajvanu, kjer zamrznjene bazilikine liste dodajajo cvrtemu piščancu."",F,2,8";;;;;;;;
"zamrznjen,""0710 Vrtnine (nekuhane ali kuhane v pari ali vreli vodi), zamrznjene:"",""Dieta z omejitvijo natrija izloči ali omeji posebej slana živila, na primer soljene prigrizke, pripravljeno zamrznjeno hrano, vložene jedi, slanino in sojino omako."",T,8,8";;;;;;;;
"zamrznjen,""Jutro kot vsako se mi je odprlo pred očmi že zjutraj, ko sem skladno s pravili vlekel prve kroge atletike po zamrznjenem stadionu."",""Pozimi bodite še posebno previdni, saj lahko naletite na led ali delno zamrznjeno površino."",T,4,4";;;;;;;;
"zamrznjen,""Žena se približuje najožjemu delu doline, nespretno hodi po zamrznjenih grudah proti ledenemu kanalu."",""Finančne težave in razni drugi zapleti so močno zmanjšali navzočnost podjetja na trgu, vse kaže, da je vsaj začasno zamrznjen tudi razvoj novih izdelkov."",F,2,5";;;;;;;;
"zamrznjen,S strani trgovske družbe Hofer smo bili obveščeni o sumu bakterije salmonele v naših hitro zamrznjenih zelenjavnih zrezkih.,""20.04 Druge vrtnine, pripravljene ali konzervirane drugače, razen v kisu ali ocetni kislini, zamrznjene, razen proizvodov iz tar.št."",T,8,8";;;;;;;;
"zamrznjen,""Bolj kot zapiranje pogleda v zamrznjeno preteklost želi reaktivirati potenciale umetnosti danes, izpostaviti vprašanje ponovitve partizanske geste v umetnosti danes, v novih okoliščinah."",""Kot je sporočil nemški inštitut za zamrznjeno hrano iz Koelna, so v tem obdobju v Evropi prodali skupno 10,3 milijona ton globoko zamrznjenih živil."",F,5,8";;;;;;;;
"podaljšek,""Zravnamo noge in hrbet, glava je podaljšek hrbtenice, nos je vzporeden s tlemi."",""Tak podaljšek ledenika ali ledeniški jezik je ponavadi zelo nestabilen";" del ledenika Erebus, ki se steka v McMurdovo plitvino, kljub temu pogosto sega v morje okoli 10 kilometrov daleč, preden se odlomi."",F,3,6";;;;;;;
"podaljšek,""To je samostojni prelaz, a zaradi bližine je videti kot podaljšek prelaza Hochtor."",""Z glasovi kot podaljški najinega telesa, kamor bi se potapljala do onemoglosti, do bolečin, če bi le znala."",F,6,11";;;;;;;;
"podaljšek,""Seksualna revolucija tako ni odgovor na represijo, ampak zgolj njen podaljšek."",Lestvica: * KAC CELOVEC 21 18 2 1 +30 38 SALZBURG 21 14 0 7 +25 28 BELJAK 21 13 0 8 +17 26 DUNAJ 21 12 1 8 +19 25 GRADEC 21 10 1 10 -3 22 MEDVEŠČAK 21 8 4 9 -1 20 ACRONI JESENICE 21 8 4 9 -16 20 TILIA OLIMPIJA 21 9 1 11 -21 19 SAPA FEHERVAR 21 7 3 11 -24 17 LINZ 21 6 3 12 -26 15 * - poraz po podaljšku oz. kazenskih strelih prinaša eno točko,F,7,8";;;;;;;;
"podaljšek,""Neudeleženci teh srečanj so bili skrivni vzrok tistih dvopolnosti sovraštva med človekoma, ki se ne poznata";" ko se spreglednik življenja in dajalec smrti ujameta v izmezenju opalne kaplje, v katero so morale, zdrobljene, izlužene, kot kakteje skrotovičene, premnoge korenine, katerih podaljški so otipali kako peč, ki jih je ožgala s svojo sončavo."",""Obroč ima nastavek, v katerega pričvrstimo več metrov dolgo palico, nekakšen podaljšek naših rok."",F,7,11";;;;;;;
"podaljšek,""Ljubljančani so tako dosegli prvo zmago v novi ljubljanski lepotici, ki je krst sicer doživela pred slabima dvema meseca na reprezentančni tekmi med Slovenijo in Španijo, ki so jo varovanci Memija Bečirovića izgubili po podaljšku."",""Tudi v Parizu so igrali zelo uspešno, a jim je zmanjkalo nekaj sreče in so obe tekmi izgubili po podaljšku ter tako osvojili končno 4. mesto."",T,8,8";;;;;;;;
"podaljšek,A vsi napori Švedov pri branjenju zanje ugodnega izida so se razblinili v sodnikovem podaljšku.,""V ostalih obračunih je Landshut po podaljšku premagal Schwenninger s 3:2 (skupno 2:0 v zmagah), München je bil boljši od Bremerhavna s 4:2 (2:0), Kassel pa je slavil pri Regensburgu po podaljšku s 5:4 (1:1)."",T,8,8";;;;;;;;
"podaljšek,""In če bi vam bila ta želja uslišana, kako dolgo bi vam podaljšek zadoščal?"",""Rusinsko narodno gibanje v Galiciji je bilo v dilemi glede lastne nacionalne identitete (Rusini so se spraševali, ali so veja ukrajinskega ali podaljšek ruskega naroda) in je imelo izrazito kulturen značaj."",F,2,6";;;;;;;;
"pogoltniti,""Zavemo se - morda pa nas to povsem pogoltne - moči svojega razuma, klicev srca in telesnih strasti."",""Po pripovedovanjih redkih, izbranih duhovnikov, ki so bili v preteklosti na tem mestu, je bila nekropola temačen labirint podzemnih grobnic, ki so lahko pogoltnile obiskovalca, če se je izgubil."",F,6,12";;;;;;;;
"pogoltniti,""S tresočo se roko je poiskal tabletki in ju položil na mizo, nato je zagrabil steklenico viskija, ki ga je zadnje čase skrival pod mizo, in ju z dolgim požirkom pogoltnil."",Nato brez veliko razmišljanja pogoltnite dve tableti aspirina in za konec pojejte še rezino kruha.,T,2,2";;;;;;;;
"pogoltniti,""Pri odraslih je najpreprostejša pot pogosto taka, da hitro sežemo po tableti: najsi gre za glavobol ali pa nam gripa zatrese kolena pogoltnemo tableto in funkcioniramo naprej."",""Emma je pogoltnila slino, se borila z naraščajočo slabostjo in strmela v karto na mizi."",T,2,2";;;;;;;;
"pogoltniti,""Ransome mi pravi, da do zadnjega grižljaja lakomno pogoltne vso hrano, ki jo dobi, da pa po vsem videzu le malo spi."",""Zajtrk in kosmiči so nekaj novega v mojem urniku in v jutranjem pomanjkanju časa se bojujem z njimi, da bi jih čim prej pogoltnil."",T,2,2";;;;;;;;
"pogoltniti,""To je območje na skrajni severozahodni odtočni strani jezera, kjer je tisti »nevarni karlovški požiralnik«, ki je pogoltnil mladega šteberškega viteza."",Tudi riba hitro začuti preveč obteženo vrvico in ne pogoltne naše vabe.,F,12,2";;;;;;;;
"pogoltniti,""Ko je plul čedalje dlje v motno, nepredirno belino, ga je želodcu ga je stiskal top občutek tesnobe, kakor da pluje naravnost v žrelo sveta, ki ga bo pogoltnilo."",""Potem pa jim s kar najbolj samoumevnim glasom ponovite svojo vabo: tisto pač, kar si želite, da bi pogoltnili."",,,";;;;;;;;
"pogoltniti,""Tako dolgo jo je masiral po sapniku, da je le pogoltnila."",""Globoko je pogoltnila, se nehala čuditi in se spet posvetila preganjanju zlikovca."",F,2,";;;;;;;;
"priplezati,""Občutek je imela, da je naposled priplezala na vrh gore, čeprav je bilo videti, da ji ne bo uspelo."",""Vedela sva: »Kljub ogromnim razsežnostim gore in navidez nepristopnim prepadom bova priplezala na njen vrh, živa, zdrava in z občutkom izpopolnitve.«"",T,8,8";;;;;;;;
"priplezati,""Bila je vrtnica plezalka, ki je ravno lani priplezala po hišnem zidu do balkona."",""Živali, ki so priplezale v posode iz okolice, so motile rezultate."",,4,";;;;;;;;
"priplezati,""Skozi Travniško dolino se bomo vzpeli ob vznožje gora do Malih vrat, od tam priplezali na Vršac, Čelo bomo prečili in sestopili na Velika vrata."",""Če bi midva odnehala, Italijani pa priplezali na vrh, bi bila ta plehka sramota za vedno prisotna v skritem kotičku najine zavesti."",,8,";;;;;;;;
"priplezati,""Podvomil sem, ali bi mogli po desni strani vsi priplezati za menoj."",""Kot peti na svetu so uspeli priplezati na vseh 14 osemtisočakov, na večino od njih po prvenstvenih smereh."",T,8,8";;;;;;;;
"priplezati,""»Si že večkrat prevažala ljudi?« je vprašal Krisko, ko je priplezal do nje."",Tam sem namreč plezal jaz prvi in sem priplezal pod veliko peč.,F,4,8";;;;;;;;
"priplezati,JAME PRIPLEZAL ISTOCASNO KO JE BIL V ZAPORU ZARADI KRAJE VOLA ..........,""Priplezal je skozi okno v prvem nadstropju Doma svete Cecilije, doma za izgubljene otroke."",F,,4";;;;;;;;
"priplezati,""Priplezal sem na škrbino za dva stolpiča levo od najnižje točke v grebenu, kjer je mejnik, a desno od velikega grebenskega stolpa."",""S travnate ravnice Pri pastirjih bomo po ostrem grebenu priplezali na stožec Kaptan, od koder nas bodo prostrane livade vodile še na sosednjo Brano."",T,8,8";;;;;;;;
"kodirati,""Kodon, ki sicer kodira aminokislino glutamin, se spremeni v kodon za aminokislino valin."",""Po drugi strani ima sočasno shranjevanje na oddaljeno lokacijo nekaj prednosti, saj lahko določimo število revizij, kodiramo ali stisnemo datoteke (a ne obojega hkrati!) ter uporabimo delta način shranjevanja."",F,7,6";;;;;;;;
"kodirati,""La Phalange razčlenjuje kazenske zadeve kot soočenje, ki ga je kodirala »civilizacija«, velike zločine ne kot monstruoznosti, temveč kot usodno vrnitev in upor tistega, kar je zatrto,146 drobne ilegalizme pa ne kot potrebno obrobje družbe, temveč kot bobnenje v središču bitke, ki se v tej družbi bije."",""Za medijsko kritičnega uporabnika je pomembno, da dobro prepozna način branja, ki ga želi doseči tisti, ki sporočilo kodira, zavzame do njega kritično distanco in je sposoben interpretirati tudi njegove subtilne pomene."",T,3,3";;;;;;;;
